;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito;result
1688;Femenino;comercio;variedades;manrique central no. 1;2;4.0;26/10/2016;6890000;microempresarial;"Femenino; comercio; variedades; manrique central no. 1; 2; 4.0; 42669; 6890000; microempresarial"
1689;Femenino;comercio;comidas rapidas;robledo;1;7.0;23/03/2018;7800000;microempresarial;"Femenino; comercio; comidas rapidas; robledo; 1; 7.0; 43182; 7800000; microempresarial"
1690;Femenino;industria;fabrica de ;barrio caicedo;2;9.0;31/10/2017;7377000;Microempresarial;"Femenino; industria; fabrica de ; barrio caicedo; 2; 9.0; 43039; 7377000; Microempresarial"
1691;Femenino;comercio;tienda;la milagrosa;3;9.0;2/11/2018;6000000;microempresarial;"Femenino; comercio; tienda; la milagrosa; 3; 9.0; 43406; 6000000; microempresarial"
1692;Femenino;industria;Fabrica De ;las palmas;3;90.0;7/11/2017;3000000;microempresarial;"Femenino; industria; Fabrica De ; las palmas; 3; 90.0; 43046; 3000000; microempresarial"
1693;Masculino;comercio;miscelanea;cabecera san cristobal;3;60.0;26/02/2018;1000000;microempresarial;"Masculino; comercio; miscelanea; cabecera san cristobal; 3; 60.0; 43157; 1000000; microempresarial"
1694;Femenino;comercio;comidas-rapidas;popular;1;1.0;24/09/2018;6000000;microempresarial;"Femenino; comercio; comidas-rapidas; popular; 1; 1.0; 43367; 6000000; microempresarial"
1695;Masculino;servicio;venta de lacteos;manrique central no. 1;3;4.0;1/06/2018;19530000;empresarial ed. ;"Masculino; servicio; venta de lacteos; manrique central no. 1; 3; 4.0; 43252; 19530000; empresarial ed. "
1696;Masculino;comercio;tienda;cabecera san cristobal;1;60.0;28/02/2018;4500000;microempresarial;"Masculino; comercio; tienda; cabecera san cristobal; 1; 60.0; 43159; 4500000; microempresarial"
1697;Femenino;comercio;papeleria;santa cruz;2;2.0;9/11/2017;7000000;microempresarial;"Femenino; comercio; papeleria; santa cruz; 2; 2.0; 43048; 7000000; microempresarial"
1698;Femenino;comercio;variedades;manrique central no. 1;1;4.0;6/02/2018;7800000;microempresarial;"Femenino; comercio; variedades; manrique central no. 1; 1; 4.0; 43137; 7800000; microempresarial"
1700;Masculino;comercio;peluqueria;la floresta;3;12.0;5/08/2016;6890000;microempresarial;"Masculino; comercio; peluqueria; la floresta; 3; 12.0; 42587; 6890000; microempresarial"
1701;Femenino;comercio;comidas rapidas;aranjuez;3;4.0;22/02/2018;3000000;microempresarial;"Femenino; comercio; comidas rapidas; aranjuez; 3; 4.0; 43153; 3000000; microempresarial"
1702;Masculino;comercio;comidas rapidas;robledo;2;7.0;22/02/2018;6500000;microempresarial;"Masculino; comercio; comidas rapidas; robledo; 2; 7.0; 43153; 6500000; microempresarial"
1703;Masculino;servicio;fabrica de ;manrique central no. 2;2;3.0;19/02/2016;2000000;microempresarial;"Masculino; servicio; fabrica de ; manrique central no. 2; 2; 3.0; 42419; 2000000; microempresarial"
1704;Femenino;comercio;tienda;kennedy;2;6.0;12/04/2018;7800000;microempresarial;"Femenino; comercio; tienda; kennedy; 2; 6.0; 43202; 7800000; microempresarial"
1705;Femenino;servicio;Peluqueria;villatina;2;8.0;24/01/2018;6000000;microempresarial;"Femenino; servicio; Peluqueria; villatina; 2; 8.0; 43124; 6000000; microempresarial"
1706;Femenino;industria;fabrica de ;popular;2;1.0;23/05/2017;7377000;microempresarial;"Femenino; industria; fabrica de ; popular; 2; 1.0; 42878; 7377000; microempresarial"
1707;Masculino;comercio;variedades;robledo;2;7.0;4/09/2017;7300000;microempresarial;"Masculino; comercio; variedades; robledo; 2; 7.0; 42982; 7300000; microempresarial"
1708;Masculino;comercio;almacen de ropa en ;santa cruz;2;2.0;22/02/2019;8000000;microempresarial;"Masculino; comercio; almacen de ropa en ; santa cruz; 2; 2.0; 43518; 8000000; microempresarial"
1709;Masculino;servicio;variedades;robledo;2;7.0;21/06/2017;7377000;microempresarial;"Masculino; servicio; variedades; robledo; 2; 7.0; 42907; 7377000; microempresarial"
1710;Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;5/07/2018;5000000;microempresarial;"Femenino; industria; fabrica de ; manrique central no. 1; 2; 4.0; 43286; 5000000; microempresarial"
1711;Masculino;comercio;reciclaje;centro admtivo;1;10.0;18/12/2018;4000000;microempresarial;"Masculino; comercio; reciclaje; centro admtivo; 1; 10.0; 43452; 4000000; microempresarial"
1712;Masculino;industria;fabrica de ;el salvador;2;9.0;28/03/2017;7370000;microempresarial;"Masculino; industria; fabrica de ; el salvador; 2; 9.0; 42822; 7370000; microempresarial"
1713;Femenino;industria;fabrica de ;robledo;2;7.0;30/05/2019;7000000;microempresarial;"Femenino; industria; fabrica de ; robledo; 2; 7.0; 43615; 7000000; microempresarial"
1714;Femenino;comercio;distribuidora de ;buenos aires;3;9.0;13/08/2018;7800000;microempresarial;"Femenino; comercio; distribuidora de ; buenos aires; 3; 9.0; 43325; 7800000; microempresarial"
1715;Masculino;comercio;miscelanea;playon de los ;2;2.0;11/07/2018;7800000;microempresarial;"Masculino; comercio; miscelanea; playon de los ; 2; 2.0; 43292; 7800000; microempresarial"
1716;Femenino;servicio;cerrajeria;VILLA HERMOSA;3;8.0;21/09/2017;7300000;microempresarial;"Femenino; servicio; cerrajeria; VILLA HERMOSA; 3; 8.0; 42999; 7300000; microempresarial"
1717;Femenino;comercio;venta de lacteos;barrio caicedo;2;9.0;7/09/2017;7370000;microempresarial;"Femenino; comercio; venta de lacteos; barrio caicedo; 2; 9.0; 42985; 7370000; microempresarial"
1718;Femenino;servicio;publicidad y ;;3;9.0;26/10/2017;15000000;microempresarial;"Femenino; servicio; publicidad y ; ; 3; 9.0; 43034; 15000000; microempresarial"
1719;Masculino;industria;fabrica de productos ;enciso;3;8.0;20/04/2018;7800000;microempresarial;"Masculino; industria; fabrica de productos ; enciso; 3; 8.0; 43210; 7800000; microempresarial"
1720;Femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;3/08/2018;3000000;microempresarial;"Femenino; industria; fabrica de ; cabecera san cristobal; 2; 60.0; 43315; 3000000; microempresarial"
1721;Masculino;comercio;variedades;aranjuez;2;4.0;13/12/2017;5000000;microempresarial;"Masculino; comercio; variedades; aranjuez; 2; 4.0; 43082; 5000000; microempresarial"
1722;Femenino;servicio;peluqueria;enciso;2;8.0;29/04/2019;8000000;microempresarial;"Femenino; servicio; peluqueria; enciso; 2; 8.0; 43584; 8000000; microempresarial"
1723;Femenino;comercio;almacen de ropa en ;guayabal;3;15.0;9/05/2019;8281000;microempresarial;"Femenino; comercio; almacen de ropa en ; guayabal; 3; 15.0; 43594; 8281000; microempresarial"
1724;Femenino;servicio;papeleria;robledo;2;7.0;21/07/2016;$ 5,000,000.00;microempresarial;"Femenino; servicio; papeleria; robledo; 2; 7.0; 42572; $ 5,000,000.00; microempresarial"
1725;Femenino;servicio;peluqueria;santa cruz;2;2.0;14/06/2019;7000000;microempresarial;"Femenino; servicio; peluqueria; santa cruz; 2; 2.0; 43630; 7000000; microempresarial"
1726;Masculino;comercio;papeleria;belen;3;16.0;14/06/2018;7000000;microempresarial;"Masculino; comercio; papeleria; belen; 3; 16.0; 43265; 7000000; microempresarial"
1727;Masculino;servicio;comidas rapidas;guayabal;2;15.0;23/02/2016;$ 6,800,000.00;microempresarial;"Masculino; servicio; comidas rapidas; guayabal; 2; 15.0; 42423; $ 6,800,000.00; microempresarial"
1728;Femenino;comercio;peluqueria;pedregal;3;6.0;12/09/2017;7300000;microempresarial;"Femenino; comercio; peluqueria; pedregal; 3; 6.0; 42990; 7300000; microempresarial"
1729;Femenino;comercio;fabrica de calzado;cabecera san antonio ;3;80.0;20/11/2017;4422000;microempresarial;"Femenino; comercio; fabrica de calzado; cabecera san antonio ; 3; 80.0; 43059; 4422000; microempresarial"
1730;Masculino;COMERCIO;tienda;trinidad;3;15.0;14/10/2016;6800000;microempresarial;"Masculino; COMERCIO; tienda; trinidad; 3; 15.0; 42657; 6800000; microempresarial"
1731;Masculino;industria;fotografia;popular;2;1.0;31/10/2018;6000000;microempresarial;"Masculino; industria; fotografia; popular; 2; 1.0; 43404; 6000000; microempresarial"
1732;Femenino;industria;fabrica de ;belen;2;16.0;7/04/2017;7370000;microempresarial;"Femenino; industria; fabrica de ; belen; 2; 16.0; 42832; 7370000; microempresarial"
1733;Femenino;comercio;tienda;enciso;1;8.0;17/11/2017;5000000;microempresarial;"Femenino; comercio; tienda; enciso; 1; 8.0; 43056; 5000000; microempresarial"
1734;Masculino;comercio;tienda;robledo;1;7.0;3/02/2017;7000000;microempresarial;"Masculino; comercio; tienda; robledo; 1; 7.0; 42769; 7000000; microempresarial"
1735;Masculino;comercio;variedades;enciso;1;8.0;4/04/2018;7000000;microempresarial;"Masculino; comercio; variedades; enciso; 1; 8.0; 43194; 7000000; microempresarial"
1736;Femenino;COMERCIO;tienda;DOCE DE OCTUBRE NO.1;2;6.0;20/11/2018;5000000;microempresarial;"Femenino; COMERCIO; tienda; DOCE DE OCTUBRE NO.1; 2; 6.0; 43424; 5000000; microempresarial"
1737;Femenino;comercio;fabrica de ;alfonso lopez;2;5.0;8/02/2018;6000000;microempresarial;"Femenino; comercio; fabrica de ; alfonso lopez; 2; 5.0; 43139; 6000000; microempresarial"
1738;Femenino;comercio;miscelanea;calasanz parte alta;1;12.0;1/11/2016;6890000;microempresarial;"Femenino; comercio; miscelanea; calasanz parte alta; 1; 12.0; 42675; 6890000; microempresarial"
1739;Femenino;servicio;papeleria;santa cruz;2;2.0;26/04/2017;7377000;microempresarial;"Femenino; servicio; papeleria; santa cruz; 2; 2.0; 42851; 7377000; microempresarial"
1740;Femenino;comercio;tienda;manrique central no. 1;3;4.0;28/02/2019;4500000;microempresarial;"Femenino; comercio; tienda; manrique central no. 1; 3; 4.0; 43524; 4500000; microempresarial"
1741;Femenino;comercio;peluqueria;eduardo santos;2;13.0;26/10/2018;3000000;MICROEMPRESARIAL;"Femenino; comercio; peluqueria; eduardo santos; 2; 13.0; 43399; 3000000; MICROEMPRESARIAL"
1742;Femenino;servicio;peluqueria;trinidad;2;15.0;14/06/2018;4000000;microempresarial;"Femenino; servicio; peluqueria; trinidad; 2; 15.0; 43265; 4000000; microempresarial"
1743;Femenino;servicio;fabrica de ;buenos aires;3;9.0;9/02/2017;7000000;microempresarial;"Femenino; servicio; fabrica de ; buenos aires; 3; 9.0; 42775; 7000000; microempresarial"
1744;Masculino;Comercio;almacen de ropa en ;buenos aires;2;9.0;3/10/2018;2000000;microempresarial;"Masculino; Comercio; almacen de ropa en ; buenos aires; 2; 9.0; 43376; 2000000; microempresarial"
1745;Masculino;servicio;barberia;santo domingo savio ;1;1.0;8/04/2019;8200000;microempresarial;"Masculino; servicio; barberia; santo domingo savio ; 1; 1.0; 43563; 8200000; microempresarial"
1746;Masculino;servicio;mantenimiento en ;miranda;2;4.0;26/09/2017;7000000;microempresarial;"Masculino; servicio; mantenimiento en ; miranda; 2; 4.0; 43004; 7000000; microempresarial"
1747;Femenino;comercio;productos de belleza;la sierra;1;8.0;21/01/2019;1500000;microempresarial;"Femenino; comercio; productos de belleza; la sierra; 1; 8.0; 43486; 1500000; microempresarial"
1748;Masculino;comercio;tienda;belen;3;16.0;12/06/2017;$ 5,200,000.00;microempresarial;"Masculino; comercio; tienda; belen; 3; 16.0; 42898; $ 5,200,000.00; microempresarial"
1750;Masculino;servicio;distribuidora de ;juan xxiii la quiebra;1;13.0;2/05/2019;3000000;microempresarial;"Masculino; servicio; distribuidora de ; juan xxiii la quiebra; 1; 13.0; 43587; 3000000; microempresarial"
1751;Masculino;comercio;Tienda;santo domingo savio ;1;1.0;11/10/2018;7000000;microempresarial;"Masculino; comercio; Tienda; santo domingo savio ; 1; 1.0; 43384; 7000000; microempresarial"
1752;Masculino;comercio;tienda;robledo;3;7.0;27/10/2016;4100000;microempresarial;"Masculino; comercio; tienda; robledo; 3; 7.0; 42670; 4100000; microempresarial"
1753;Masculino;servicio;restaurante;san diego;3;10.0;21/04/2016;6890000;microempresarial;"Masculino; servicio; restaurante; san diego; 3; 10.0; 42481; 6890000; microempresarial"
1755;Femenino;industria;FABRICA DE ;santo domingo savio ;2;1.0;27/08/2018;7000000;microempresarial;"Femenino; industria; FABRICA DE ; santo domingo savio ; 2; 1.0; 43339; 7000000; microempresarial"
1756;Femenino;comercio;comidas rapidas;castilla;2;5.0;9/05/2017;3000000;microempresarial;"Femenino; comercio; comidas rapidas; castilla; 2; 5.0; 42864; 3000000; microempresarial"
1757;Masculino;servicio;Carpinteria;centro admtivo;3;10.0;9/11/2017;7377000;microempresarial;"Masculino; servicio; Carpinteria; centro admtivo; 3; 10.0; 43048; 7377000; microempresarial"
1758;Masculino;industria;fabrica de ;popular;2;1.0;1/02/2019;8281000;Microempresarial;"Masculino; industria; fabrica de ; popular; 2; 1.0; 43497; 8281000; Microempresarial"
1759;Femenino;servicio;panaderia;cabecera san antonio ;2;80.0;26/08/2016;6000000;Microempresarial;"Femenino; servicio; panaderia; cabecera san antonio ; 2; 80.0; 42608; 6000000; Microempresarial"
1760;Femenino;comercio;comidas rapidas;barrio caicedo;1;9.0;18/01/2019;4500000;microempresarial;"Femenino; comercio; comidas rapidas; barrio caicedo; 1; 9.0; 43483; 4500000; microempresarial"
1761;Femenino;servicio;gimnasio;robledo;2;7.0;21/09/2017;7370000;microempresarial;"Femenino; servicio; gimnasio; robledo; 2; 7.0; 42999; 7370000; microempresarial"
1762;Masculino;servicio;cafe e internet;la floresta;3;12.0;10/05/2016;233925;microempresarial;"Masculino; servicio; cafe e internet; la floresta; 3; 12.0; 42500; 233925; microempresarial"
1763;Femenino;industria;fabrica de ;aranjuez;1;4.0;15/11/2016;5000000;microempresarial;"Femenino; industria; fabrica de ; aranjuez; 1; 4.0; 42689; 5000000; microempresarial"
1764;Femenino;comercio;variedades;PICACHO;2;6.0;20/04/2017;5000000;microempresarial;"Femenino; comercio; variedades; PICACHO; 2; 6.0; 42845; 5000000; microempresarial"
1765;Femenino;comercio;tienda;olaya herrera;1;7.0;20/10/2016;6000000;microempresarial;"Femenino; comercio; tienda; olaya herrera; 1; 7.0; 42663; 6000000; microempresarial"
1766;Femenino;industria;fabrica de ;robledo;2;7.0;16/02/2017;5000000;microempresarial;"Femenino; industria; fabrica de ; robledo; 2; 7.0; 42782; 5000000; microempresarial"
1767;Masculino;industria;fabrica de repuestos ;san javier no.1;1;13.0;7/12/2017;7300000;microempresarial;"Masculino; industria; fabrica de repuestos ; san javier no.1; 1; 13.0; 43076; 7300000; microempresarial"
1768;Masculino;servicio;fabrica de ;pablo vi;2;2.0;6/10/2016;6800000;microempresarial;"Masculino; servicio; fabrica de ; pablo vi; 2; 2.0; 42649; 6800000; microempresarial"
1769;Femenino;servicio;fabrica de juegos ;belen;3;16.0;17/08/2017;7200000;microempresarial;"Femenino; servicio; fabrica de juegos ; belen; 3; 16.0; 42964; 7200000; microempresarial"
1770;Masculino;comercio;cafeteria;robledo;2;7.0;14/10/2016;6890000;microempresarial;"Masculino; comercio; cafeteria; robledo; 2; 7.0; 42657; 6890000; microempresarial"
1771;Femenino;comercio;variedades;la milagrosa;2;9.0;2/11/2017;$ 1,550,000.00;microempresarial;"Femenino; comercio; variedades; la milagrosa; 2; 9.0; 43041; $ 1,550,000.00; microempresarial"
1772;Femenino;comercio;miscelanea;campo valdes no. 1;3;4.0;16/11/2017;7377000;microempresarial;"Femenino; comercio; miscelanea; campo valdes no. 1; 3; 4.0; 43055; 7377000; microempresarial"
1773;Masculino;comercio;taller de mecanica;santander;2;6.0;3/05/2018;3500000;microempresarial;"Masculino; comercio; taller de mecanica; santander; 2; 6.0; 43223; 3500000; microempresarial"
1774;Masculino;servicio;variedades;belen;3;16.0;16/02/2018;7800000;microempresarial;"Masculino; servicio; variedades; belen; 3; 16.0; 43147; 7800000; microempresarial"
1775;Masculino;industria;fabrica de ;san benito;2;10.0;25/04/2018;3000000;microempresarial;"Masculino; industria; fabrica de ; san benito; 2; 10.0; 43215; 3000000; microempresarial"
1776;Masculino;servicio;variedades;villatina;2;8.0;19/03/2019;8000000;Microempresarial;"Masculino; servicio; variedades; villatina; 2; 8.0; 43543; 8000000; Microempresarial"
1777;Femenino;industria;fabrica de ;san antonio;3;8.0;28/05/2019;8000000;microempresarial;"Femenino; industria; fabrica de ; san antonio; 3; 8.0; 43613; 8000000; microempresarial"
1778;Femenino;comercio;tienda;castilla;2;5.0;28/05/2018;7800000;microempresarial;"Femenino; comercio; tienda; castilla; 2; 5.0; 43248; 7800000; microempresarial"
1779;Femenino;comercio;distribuidora de ;la milagrosa;2;9.0;4/04/2018;7800000;microempresarial;"Femenino; comercio; distribuidora de ; la milagrosa; 2; 9.0; 43194; 7800000; microempresarial"
1780;Femenino;comercio;variedades;campo valdes no. 2;2;3.0;16/11/2016;2000000;microempresarial;"Femenino; comercio; variedades; campo valdes no. 2; 2; 3.0; 42690; 2000000; microempresarial"
1781;Masculino;comercio;variedades;florencia;3;5.0;11/10/2018;1000000;microempresarial;"Masculino; comercio; variedades; florencia; 3; 5.0; 43384; 1000000; microempresarial"
1782;Masculino;servicio;reciclaje;santa cruz;2;2.0;2/02/2018;6000000;microempresarial;"Masculino; servicio; reciclaje; santa cruz; 2; 2.0; 43133; 6000000; microempresarial"
1783;Masculino;comercio;tienda;andalucia;2;2.0;25/04/2017;7370000;Microempresarial;"Masculino; comercio; tienda; andalucia; 2; 2.0; 42850; 7370000; Microempresarial"
1784;Masculino;servicio;mantenimiento en ;belen;3;16.0;16/06/2016;6890000;microempresarial;"Masculino; servicio; mantenimiento en ; belen; 3; 16.0; 42537; 6890000; microempresarial"
1785;Femenino;comercio;tienda;;3;16.0;8/05/2019;8000000;microempresarial;"Femenino; comercio; tienda; ; 3; 16.0; 43593; 8000000; microempresarial"
1786;Femenino;comercio;variedades;la avanzada;1;1.0;6/10/2016;6890000;microempresarial;"Femenino; comercio; variedades; la avanzada; 1; 1.0; 42649; 6890000; microempresarial"
1787;Masculino;comercio;variedades;enciso;1;8.0;19/04/2017;7000000;microempresarial;"Masculino; comercio; variedades; enciso; 1; 8.0; 42844; 7000000; microempresarial"
1788;Masculino;servicio;fabrica de calzado;manrique central no. 1;3;4.0;26/08/2016;5000000;microempresarial;"Masculino; servicio; fabrica de calzado; manrique central no. 1; 3; 4.0; 42608; 5000000; microempresarial"
1789;Femenino;comercio;cafe e internet;manrique oriental;2;3.0;5/09/2017;7370000;microempresarial;"Femenino; comercio; cafe e internet; manrique oriental; 2; 3.0; 42983; 7370000; microempresarial"
1790;Femenino;industria;fabrica de ;robledo;2;7.0;23/01/2018;6000000;microempresarial;"Femenino; industria; fabrica de ; robledo; 2; 7.0; 43123; 6000000; microempresarial"
